"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"
"24"	"GO:0045930"	1.74439549251505e-05	12.8592885375494	0.556603773584906	6	236	"negative regulation of mitotic cell cycle"
"25"	"GO:0090224"	1.81083463409592e-05	72.2719298245614	0.0518867924528302	3	22	"regulation of spindle organization"
"26"	"GO:0034109"	1.85777004166053e-05	8.3425219941349	1.18632075471698	8	503	"homotypic cell-cell adhesion"
"27"	"GO:0007052"	2.69915197005244e-05	26.8195918367347	0.174528301886792	4	74	"mitotic spindle organization"
"28"	"GO:0002568"	5.39595880135823e-05	297.189189189189	0.0117924528301887	2	5	"somatic diversification of T cell receptor genes"
"29"	"GO:0002681"	5.39595880135823e-05	297.189189189189	0.0117924528301887	2	5	"somatic recombination of T cell receptor gene segments"
"30"	"GO:0033153"	5.39595880135823e-05	297.189189189189	0.0117924528301887	2	5	"T cell receptor V(D)J recombination"
"31"	"GO:0043146"	5.39595880135823e-05	297.189189189189	0.0117924528301887	2	5	"spindle stabilization"
"32"	"GO:0090306"	5.39595880135823e-05	297.189189189189	0.0117924528301887	2	5	"spindle assembly involved in meiosis"
"33"	"GO:0046649"	6.00139322934875e-05	7.01935483870968	1.39858490566038	8	593	"lymphocyte activation"
"34"	"GO:0051443"	7.50792803983661e-05	20.3788819875776	0.226415094339623	4	96	"positive regulation of ubiquitin-protein transferase activity"
"35"	"GO:0010993"	8.08186818214044e-05	222.878378378378	0.0141509433962264	2	6	"regulation of ubiquitin homeostasis"
"36"	"GO:0010994"	8.08186818214044e-05	222.878378378378	0.0141509433962264	2	6	"free ubiquitin chain polymerization"
"37"	"GO:0051351"	9.15005832551294e-05	19.3225331369661	0.238207547169811	4	101	"positive regulation of ligase activity"
"38"	"GO:0051321"	0.000106332099986596	12.1678112869513	0.476415094339623	5	202	"meiotic cell cycle"
"39"	"GO:0007077"	0.000130655708702269	35.1666666666667	0.0990566037735849	3	42	"mitotic nuclear envelope disassembly"
"40"	"GO:0030397"	0.00015024135655834	33.4471544715447	0.10377358490566	3	44	"membrane disassembly"
"41"	"GO:0051081"	0.00015024135655834	33.4471544715447	0.10377358490566	3	44	"nuclear envelope disassembly"
"42"	"GO:0021873"	0.00015041202834464	148.567567567568	0.0188679245283019	2	8	"forebrain neuroblast division"
"43"	"GO:0045321"	0.000180858111269695	5.93886462882096	1.63915094339623	8	695	"leukocyte activation"
"44"	"GO:0000819"	0.000184055294132702	16	0.285377358490566	4	121	"sister chromatid segregation"
"45"	"GO:0017085"	0.000193098629677365	127.335907335907	0.0212264150943396	2	9	"response to insecticide"
"46"	"GO:0051488"	0.000193098629677365	127.335907335907	0.0212264150943396	2	9	"activation of anaphase-promoting complex activity"
"47"	"GO:0016337"	0.00019370935941764	5.8763595798085	1.65566037735849	8	702	"single organismal cell-cell adhesion"
"48"	"GO:0061351"	0.000228406116955271	15.0903225806452	0.30188679245283	4	128	"neural precursor cell proliferation"
"49"	"GO:0010564"	0.000236190392867411	6.55182926829268	1.27358490566038	7	540	"regulation of cell cycle process"
"50"	"GO:0008283"	0.000240632301440737	3.91332263242376	4.43867924528302	13	1882	"cell proliferation"
"51"	"GO:0000212"	0.000241013545449963	111.412162162162	0.0235849056603774	2	10	"meiotic spindle organization"
"52"	"GO:0001775"	0.000246615111953871	5.07945652173913	2.19103773584906	9	929	"cell activation"
"53"	"GO:0051340"	0.000279987913952832	14.2778625954198	0.318396226415094	4	135	"regulation of ligase activity"
"54"	"GO:0051438"	0.000279987913952832	14.2778625954198	0.318396226415094	4	135	"regulation of ubiquitin-protein transferase activity"
"55"	"GO:0035404"	0.000294133144611846	99.027027027027	0.0259433962264151	2	11	"histone-serine phosphorylation"
"56"	"GO:0036445"	0.000294133144611846	99.027027027027	0.0259433962264151	2	11	"neuronal stem cell division"
"57"	"GO:0055057"	0.000294133144611846	99.027027027027	0.0259433962264151	2	11	"neuroblast division"
"58"	"GO:0098602"	0.000301013886693845	5.48726655348048	1.76650943396226	8	749	"single organism cell adhesion"
"59"	"GO:0000226"	0.000374960905060605	7.20600089565607	0.971698113207547	6	412	"microtubule cytoskeleton organization"
"60"	"GO:0033151"	0.000484484892518407	74.2567567567568	0.0330188679245283	2	14	"V(D)J recombination"
"61"	"GO:0002520"	0.000488309348899951	5.08357955235358	1.89858490566038	8	805	"immune system development"
"62"	"GO:0007126"	0.000520886996610285	12.049400921659	0.375	4	159	"meiotic nuclear division"
"63"	"GO:0007095"	0.00055818846065525	68.5405405405405	0.035377358490566	2	15	"mitotic G2 DNA damage checkpoint"
"64"	"GO:0032634"	0.00055818846065525	68.5405405405405	0.035377358490566	2	15	"interleukin-5 production"
"65"	"GO:0032674"	0.00055818846065525	68.5405405405405	0.035377358490566	2	15	"regulation of interleukin-5 production"
"66"	"GO:1903046"	0.000598817776485939	11.5960958296362	0.389150943396226	4	165	"meiotic cell cycle process"
"67"	"GO:0031570"	0.00061256808085138	11.5238095238095	0.391509433962264	4	166	"DNA integrity checkpoint"
"68"	"GO:1901991"	0.000640740142982724	11.381881533101	0.39622641509434	4	168	"negative regulation of mitotic cell cycle phase transition"
"69"	"GO:0006998"	0.000646398698508166	19.8405797101449	0.169811320754717	3	72	"nuclear envelope organization"
"70"	"GO:0051437"	0.000646398698508166	19.8405797101449	0.169811320754717	3	72	"positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition"
"71"	"GO:1903052"	0.000655166011294217	11.3122077922078	0.398584905660377	4	169	"positive regulation of proteolysis involved in cellular protein catabolic process"
"72"	"GO:0031099"	0.000669821181569071	11.2433734939759	0.400943396226415	4	170	"regeneration"
"73"	"GO:0048477"	0.00067300539538995	19.5559523809524	0.172169811320755	3	73	"oogenesis"
"74"	"GO:0051225"	0.000700301756334574	19.2793427230047	0.174528301886792	3	74	"spindle assembly"
"75"	"GO:0031100"	0.000728294998212208	19.0104166666667	0.17688679245283	3	75	"organ regeneration"
"76"	"GO:0031295"	0.000728294998212208	19.0104166666667	0.17688679245283	3	75	"T cell costimulation"
"77"	"GO:0031398"	0.000730776115617612	10.9761344537815	0.410377358490566	4	174	"positive regulation of protein ubiquitination"
"78"	"GO:0098813"	0.000730776115617612	10.9761344537815	0.410377358490566	4	174	"nuclear chromosome segregation"
"79"	"GO:0031294"	0.000756992280071456	18.7488584474886	0.179245283018868	3	76	"lymphocyte costimulation"
"80"	"GO:0098609"	0.00080919915266026	4.68652354726312	2.04952830188679	8	869	"cell-cell adhesion"
"81"	"GO:0051642"	0.000809732676972261	55.6790540540541	0.0424528301886792	2	18	"centrosome localization"
"82"	"GO:0060236"	0.000809732676972261	55.6790540540541	0.0424528301886792	2	18	"regulation of mitotic spindle organization"
"83"	"GO:1901988"	0.000829438611017851	10.5980519480519	0.424528301886792	4	180	"negative regulation of cell cycle phase transition"
"84"	"GO:1903364"	0.000864320418672276	10.4776886035313	0.429245283018868	4	182	"positive regulation of cellular protein catabolic process"
"85"	"GO:0045786"	0.000943080342286149	6.00262417994377	1.15801886792453	6	491	"negative regulation of cell cycle"
"86"	"GO:1903322"	0.00095604494013064	10.1882903981265	0.441037735849057	4	187	"positive regulation of protein modification by small protein conjugation or removal"
"87"	"GO:0051782"	0.000978175710261289	17.1010416666667	0.195754716981132	3	83	"negative regulation of cell division"
"88"	"GO:1902589"	0.000990041342990203	3.20459657701711	5.82075471698113	14	2468	"single-organism organelle organization"
