"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"
"40"	"GO:0002684"	2.41905117314665e-05	28.8053097345133	0.439767779390421	5	909	"positive regulation of immune system process"
"41"	"GO:0002694"	2.67353491207774e-05	38.6354916067146	0.203676826318336	4	421	"regulation of leukocyte activation"
"42"	"GO:0001775"	2.68926940410672e-05	28.1457431457431	0.449443638122883	5	929	"cell activation"
"43"	"GO:0050865"	3.53413724472708e-05	35.8928571428571	0.218674407353653	4	452	"regulation of cell activation"
"44"	"GO:0050776"	3.59162225774815e-05	26.4135236153585	0.477019835510402	5	986	"regulation of immune response"
"45"	"GO:0045061"	4.28130209143968e-05	289.631578947368	0.0101596516690856	2	21	"thymic T cell selection"
"46"	"GO:0043368"	7.14550639251431e-05	220.04	0.0130624092888244	2	27	"positive T cell selection"
"47"	"GO:0050850"	8.84911399858607e-05	196.428571428571	0.0145137880986938	2	30	"positive regulation of calcium-mediated signaling"
"48"	"GO:0030217"	0.000104860437414024	47.7746341463415	0.10062893081761	3	208	"T cell differentiation"
"49"	"GO:0030155"	0.000113290450000711	26.3190082644628	0.294629898403483	4	609	"regulation of cell adhesion"
"50"	"GO:0050848"	0.000238133353906245	116.886524822695	0.0237058538945331	2	49	"regulation of calcium-mediated signaling"
"51"	"GO:0002682"	0.000274723128619758	16.6977777777778	0.728108369617804	5	1505	"regulation of immune system process"
"52"	"GO:0002376"	0.000299293704579573	16.2933852140078	1.24625060474117	6	2576	"immune system process"
"53"	"GO:0030098"	0.000318631780222457	32.456	0.146589259796807	3	303	"lymphocyte differentiation"
"54"	"GO:0006955"	0.000396689273548485	15.3269586674892	0.786647314949202	5	1626	"immune response"
"55"	"GO:0071678"	0.000483792936623151	Inf	0.000483792936623125	1	1	"olfactory bulb axon guidance"
"56"	"GO:0048584"	0.000970138020154098	12.3805881353051	0.951136913401064	5	1966	"positive regulation of response to stimulus"
